Date,Close,High,Low,Open,Volume
2015-01-01,975.6505126953124,983.8717833270816,973.90658411925,983.8717833270816,366830
2015-01-02,988.6441040039062,993.0517906856657,977.5866157333388,977.7398891450388,925740
2015-01-05,973.6193237304688,996.481757577732,967.6401655648524,989.237860269005,1754242
2015-01-06,937.725830078125,969.3461921698112,935.1961636813842,969.3461921698112,2423784
2015-01-07,926.6488037109376,950.2011571425172,922.7202143781572,946.6942099480162,2636332
2015-01-08,936.6524047851562,938.645426584234,927.741214026445,936.1157608104292,1565408
2015-01-09,962.9068603515624,965.8197095119468,939.0286836804196,940.9450687491552,3197642
2015-01-12,961.9105834960938,968.9245736099516,950.623090860792,964.7085252279462,1596006
2015-01-13,957.3875122070312,969.8440138136544,950.5652569551108,965.8579707289268,1468432
2015-01-14,966.6054077148438,970.3807235797073,958.3841348111848,964.3249282883186,1787096
2015-01-15,973.1788940429688,989.5256244583012,967.1039147533296,970.8408663708248,5009920
2015-01-16,970.5147705078124,975.4399171455829,952.1750231016398,974.9416383553308,5293830
2015-01-19,962.4088134765624,977.7398977215098,959.3425966275732,971.9907411296546,1135074
2015-01-20,958.3651733398438,969.6910299738046,951.7728261590712,965.8582591043428,2058566
2015-01-21,963.4817504882812,966.624603203508,953.6890043303443,966.624603203508,2310480
2015-01-22,963.3860473632812,966.3372619324208,956.4678778988026,964.5166959456368,2113214
2015-01-23,959.572265625,970.4764767761632,956.6976883317154,963.5583087089626,3150380
2015-01-27,960.8971557617188,965.8705060166968,956.0966065270431,964.8528270832368,2738736
2015-01-28,975.318603515625,977.3539625910512,961.2241075853516,961.262549506345,3121980
2015-01-29,977.2572631835938,986.4935376414504,965.0638694764672,974.7034087775688,3734392
2015-01-30,953.2164306640624,988.9133017760232,948.5886817036028,983.421453814012,5817402
2015-02-02,965.5631713867188,968.3474897100448,945.5353191583912,953.1969763442276,3181802
2015-02-03,982.48046875,985.0727655013192,962.8366575387406,964.5839825625249,2345054
2015-02-04,965.6014404296876,987.645519221907,960.916124359227,986.2245757737504,2245418
2015-02-05,980.2340698242188,995.3270208824404,967.4070350887596,967.7910791677946,4530168
2015-02-06,989.2011108398438,996.5171661489128,979.6384548917738,980.4641118020464,2136416
2015-02-09,965.0643920898438,986.647745757852,960.110260649201,983.7289730611714,2076432
2015-02-10,937.5087890625,970.1909645512778,934.378868581201,963.9502507763316,3799054
2015-02-11,944.709716796875,955.2133567972608,939.8515981192468,942.8471598136064,2937522
2015-02-12,945.5741577148438,952.3525924395612,939.75592701552,952.3525924395612,3107980
2015-02-13,974.9918212890624,978.4482177013132,944.84436369332,948.5887931399247,4158326
2015-02-16,992.6768798828124,996.5941096541616,981.2323507384904,983.1525706029493,2364392
2015-02-18,1012.2052612304688,1015.028021382186,985.1686083430394,992.772696267853,2660014
2015-02-19,1029.640869140625,1032.0411434044129,1011.9556296128944,1012.3396734951006,2618002
2015-02-20,1027.528564453125,1036.4575841640435,1014.7398852117972,1036.4575841640435,1801588
2015-02-23,1035.63232421875,1045.3678781488677,1025.781632085094,1025.781632085094,1614892
2015-02-24,1038.742919921875,1048.4400300902926,1028.8537877699243,1034.614447275915,2199922
2015-02-25,1026.2423095703125,1045.3677186190166,1024.5717745056704,1040.7591908367135,1767994
2015-02-26,1020.193603515625,1034.1344186269434,1008.2498920924464,1028.8538139454392,1991994
2015-02-27,1022.4597778320312,1027.6059309188934,1004.7745294736698,1021.3459937610688,2877376
2015-03-02,1025.1669921875,1040.3559507854225,1018.6959071948592,1029.1226640473972,2176038
2015-03-03,1066.1060791015625,1071.482694774265,1027.759250531601,1030.005945299132,3424308
2015-03-04,1054.5849609375,1079.9703101380758,1042.929186519705,1070.7148110319556,3862994
2015-03-05,1035.55517578125,1064.0704359173938,1029.6409371091524,1056.1207457830976,2173514
2015-03-09,1016.4877319335938,1029.1611846066282,1002.3548932309088,1013.8762138427584,2883174
2015-03-10,1014.9129638671876,1028.5657455254973,996.6900965462696,1017.2940176893928,3037052
2015-03-11,1001.030029296875,1021.5379438990316,997.6696438861726,1014.6443720086558,2240200
2015-03-12,1005.8302001953124,1008.0768007653808,994.7121479855502,1007.692756863415,1827636
2015-03-13,991.736083984375,1013.8569626427357,988.9133230143856,1013.108095577456,1586838
2015-03-16,984.0361328125,1002.3550160783316,980.0804601654796,992.8307044530984,1556296
2015-03-17,992.2543334960938,1001.0873443339268,982.2884117594672,991.7934995088744,1267318
2015-03-18,982.9032592773438,998.3033707170198,979.965265792073,995.038996018338,1255170
2015-03-19,997.0742797851562,1000.7611398550542,986.263478203869,989.2973884358448,2448964
2015-03-20,1002.7194213867188,1005.4269496863374,990.3916682142234,996.9779837225868,1963908
2015-03-23,1005.100830078125,1010.419877580331,1000.8187765010804,1004.6592169327806,1566608
