Date,Close,High,Low,Open,Volume
2015-01-01,359.9810791015625,361.3667392407145,356.79040405781245,358.9873983769649,2002764
2015-01-02,367.0552368164063,368.1218516746889,359.5434852760716,359.5434852760716,6778320
2015-01-05,363.9010009765625,370.1182538936478,360.5462300860535,366.45354065858766,9937024
2015-01-06,356.29803466796875,361.91363037943,352.6333217536894,361.00200914421725,9667316
2015-01-07,358.0028381347656,360.0448611068284,355.5323353124777,358.26719943026603,7249916
2015-01-08,359.8078308105469,364.1015763799739,355.53233547368507,362.0230751982361,13564920
2015-01-09,378.2225646972656,384.521876990053,348.79544597027177,361.0202746516183,44863328
2015-01-12,385.7890930175781,386.3816469915569,378.322921847999,381.4224349426573,12758888
2015-01-13,380.857177734375,384.3031333977981,378.3228880005853,384.3031333977981,8801236
2015-01-14,388.10455322265625,388.8976816302422,381.5317986674796,382.60749409332544,9921260
2015-01-15,389.1255187988281,392.5076424366343,385.11438542008887,389.2987179285409,8342452
2015-01-16,386.2174987792969,393.8204117140013,385.0688470092457,391.6325205378124,6690960
2015-01-19,383.3367919921875,388.7791894600593,381.8964480104968,386.52746683635553,4087744
2015-01-20,387.2931213378906,388.89758346806354,383.1452450960255,384.15715347736045,6804504
2015-01-21,395.6253662109375,396.72843680909534,386.1627555859589,388.6241329232632,8494908
2015-01-22,400.4660949707031,401.6603277255479,394.0574153089185,396.5187927144086,9958396
2015-01-23,403.8573913574219,405.671508978165,394.7503027887566,401.1134021357138,9486328
2015-01-27,389.5357971191406,404.9421977072836,388.36893961342696,404.9421977072836,13739968
2015-01-28,391.0035095214844,392.8723332287162,388.4053887577718,391.9971678583874,13134356
2015-01-29,391.1766662597656,391.97887512981765,387.9130800909455,391.08550413758906,15369424
2015-01-30,390.5203552246094,394.28537829207113,387.79461615723153,394.0939288966471,10833744
2015-02-02,389.5996398925781,392.3618348186549,387.6305288450251,390.44742995545977,8702540
2015-02-03,386.6914978027344,390.1647837915839,383.2455871600144,389.5996053040931,5265956
2015-02-04,390.693603515625,391.9972043202356,387.6943334816614,390.1557112762303,5160016
2015-02-05,399.9830017089844,404.7598887912658,391.6325410466842,392.1430579170815,11875936
2015-02-06,406.67431640625,409.8285354293266,399.01669646046986,402.0250471534549,7453728
2015-02-09,410.0289916992188,410.9588631876653,401.1133535993184,401.1133535993184,6536868
2015-02-10,415.389404296875,418.9811836088984,408.5886999423592,408.9533484920623,8516920
2015-02-11,416.5835571289063,418.10593782364526,411.3690660653148,415.7904288806428,5796972
2015-02-12,421.3878479003906,423.3478338213977,414.42306962317815,416.24631234039407,6287536
2015-02-13,418.6347351074219,424.2138305414213,416.79324234706735,419.2728699929052,5657516
2015-02-16,415.4714660644531,420.6038769021181,413.0100882073516,415.75407760985854,6244276
2015-02-18,418.7075805664063,420.2482113572096,411.7154287683945,417.62276033576654,8613764
2015-02-19,423.8491821289063,425.5448065846872,417.8963130724024,418.2518364632701,9673624
2015-02-20,416.26458740234375,425.90952414662,415.1341412400308,424.5420920271424,6971628
2015-02-23,413.0738830566406,421.0231945044249,409.88320833828703,419.3458201264712,5090488
2015-02-24,414.3865966796875,418.60738559186655,411.6152767657081,415.51699821545753,6437676
2015-02-25,422.5546875,425.69065560761135,415.6992780912873,417.3219460646995,6044972
2015-02-26,411.7064514160156,420.9867389431796,409.3908975794843,420.7132525384959,6445776
2015-02-27,413.1012573242188,415.8178714220721,410.5031362089721,414.76950676153393,7801076
2015-03-02,417.83245849609375,420.8955146789594,415.3437503859399,419.8927313431421,7040992
2015-03-03,418.9538269042969,419.88365394096985,415.3893786484846,417.52256362998105,4905552
2015-03-04,414.723876953125,421.8801044471397,410.57599987060695,419.3458149358922,4375228
2015-03-05,409.7921142578125,419.1179843925324,407.1939929842536,413.3383129882919,5684916
2015-03-09,399.2991943359375,411.8704412657343,397.28450266402615,411.8704412657343,7984720
2015-03-10,400.7487182617188,402.3805114649189,393.8568524209083,400.7669684925846,6329916
2015-03-11,397.8679809570313,408.4063318144375,395.47955992059246,400.03766630245,6780912
2015-03-12,404.4499816894531,405.935906848875,396.9199796046888,397.2846281849411,5688564
2015-03-13,404.8328552246094,406.5831862980851,399.7277748585348,405.6715648041432,6179684
2015-03-16,413.2652893066406,416.0639846597412,403.0369244545202,403.0369244545202,6818632
2015-03-17,408.4975280761719,415.608174626036,404.2584887868297,413.2652899448865,5539312
2015-03-18,406.4918823242188,412.57241337242937,405.2247377922982,411.0499882036112,4905564
2015-03-19,406.6651611328125,410.04728526061353,405.2612731494125,407.4218335647164,6891740
2015-03-20,411.58795166015625,413.6755558380449,407.1210066408706,408.5887260497604,6430896
2015-03-23,407.2122497558594,414.7878342689079,405.7627802925074,410.7766991682855,5078700
2015-03-24,403.2009582519531,410.84945172211263,402.2072999809342,407.47645305953455,6736532
2015-03-25,404.59576416015625,406.4280872768529,401.2500963412573,405.2885607053964,6170968
2015-03-26,391.3316650390625,403.8299565506639,388.7152942916129,402.5719370524771,15740840
2015-03-27,401.50537109375,405.61679226143815,394.3673937689177,394.5497180378816,10074220
2015-03-30,406.2185363769531,408.406427955285,400.1835843016138,402.13448990250754,4623088
2015-03-31,404.4590759277344,414.54157279174217,401.9065360608437,409.3180000835318,8016412
2015-04-01,396.3638610839844,401.0222553579376,393.4010915229176,400.9128429844234,6738488
2015-04-06,397.1387023925781,398.3238101069378,393.893321595318,397.2845707061282,7741752
2015-04-07,393.7293701171875,397.9775356873646,389.80939722646303,396.5553970849192,8542268
2015-04-08,401.2136535644531,402.006737376568,396.19973648544914,397.9226918155007,10185576
2015-04-09,403.8481750488281,404.55922175058527,398.26903572838006,403.1917900066276,10581548
2015-04-10,407.30322265625,408.0416447228433,402.9730220029133,402.9730220029133,7123776
2015-04-13,408.1876525878906,409.13573004730034,404.0488998718732,408.0417842450348,4872336
2015-04-15,403.6112365722656,409.3179952527292,400.2109066662509,407.7682389232645,6237784
2015-04-16,400.137939453125,406.7654444413049,393.91158346725206,405.1245260190854,9007812
2015-04-17,397.3301086425781,400.1925903701469,392.62613424594497,397.4759769402944,6450316
2015-04-20,388.7427062988281,397.4669411376199,385.6431934550944,396.7376439979178,12825384
2015-04-21,390.6480712890625,392.9271250875081,386.5457744518605,391.6326047248832,8881648
2015-04-22,389.7545776367188,392.90879636624817,382.5071880053692,392.1886244123517,12350984
2015-04-23,386.8921203613281,391.9972001775944,385.0688775698044,391.7601697121437,11891800
2015-04-24,363.7733154296875,392.0335726828435,361.0019958790256,389.4263271433887,43565452
2015-04-27,361.8498840332031,365.01320581614766,355.18592274674427,364.6485572588888,19822640
2015-04-28,357.5196533203125,361.3666908350402,355.8969629212909,361.3666908350402,10393500
2015-04-29,357.5652160644531,359.5434297739519,353.3352800074029,357.5196350008408,8289056
2015-04-30,354.11932373046875,358.26720099388393,352.3052060936375,357.3555796173092,13134260
2015-05-04,363.3904418945313,364.6484836142759,355.51404355101374,357.26435182108685,13361592
2015-05-05,357.85699462890625,365.3231652856724,355.9061336588167,364.6485743257229,9408516
2015-05-06,350.4364013671875,360.0904633686185,349.20571244175045,360.0904633686185,10508408
2015-05-07,354.4384155273437,358.6501021247717,348.23938974137167,350.4272811952442,6779984
2015-05-08,356.9818115234375,358.73214239889165,354.6663020933412,356.9909366398982,5777676
2015-05-11,363.4907836914063,364.6485383493895,355.9334293802869,358.2671889282752,4785512
2015-05-12,355.00360107421875,363.6640043726939,354.0737516976588,363.49080520927714,8284892
2015-05-13,356.7538757324219,358.24894803959296,351.6123404295737,355.8513795350897,7099084
2015-05-14,352.7609558105469,357.5013861493973,347.87465717410385,357.3555178518048,6233844
2015-05-15,357.6746520996094,358.5589203959732,352.30521101906857,352.79747766674865,5189344
2015-05-18,363.3814086914063,364.4480012591535,357.6472968335964,359.17882520962434,6469976
2015-05-19,368.7235412597656,371.15756619768575,362.0960574490718,362.33308794008656,10272076
2015-05-20,373.2724914550781,374.1294066320436,370.7746355715912,371.9415153651896,5882188
2015-05-21,373.4821166992188,375.93436906218193,371.4400939159885,373.5641537126137,10059312
2015-05-22,373.1175231933594,374.04739484961686,370.1365255924146,372.67083759879046,6888824
2015-05-25,367.7115478515625,374.9589366224982,365.93388645491785,373.8558660327984,4675808
2015-05-26,365.9794616699219,370.3825743307853,365.0404873677263,368.2949706521642,3965040
2015-05-27,358.9053039550781,366.2894364469149,356.4439264577992,365.9247879287995,8454708
2015-05-28,367.6751403808594,370.4829387577605,360.12691070095536,360.12691070095536,10980540
2015-05-29,368.8693542480469,374.9407391337125,364.83086718401415,365.5328111778447,18993044
