Date,Close,High,Low,Open,Volume
2015-01-01,189.12535095214844,189.99866674677065,188.2200856200708,188.78455588595656,2963643
2015-01-02,188.62481689453125,190.86135588187943,188.3585707167246,189.16797331601128,7331366
2015-01-05,186.5586853027344,189.7643887395962,186.18592644379615,188.5076641535704,10103941
2015-01-06,178.09181213378906,185.9516264773224,177.21849626922892,185.31262145828632,18627980
2015-01-07,181.96847534179688,182.92699000748544,178.2835287555138,178.30482844947335,20720312
2015-01-08,179.3591766357422,183.80029042115143,178.9544682658332,183.20387060299453,19872227
2015-01-09,183.2465057373047,183.60861479352613,179.98756688757933,180.71177078126635,13392787
2015-01-12,181.11643981933597,183.3955779235776,179.26332398633403,183.28907946514408,10100113
2015-01-13,179.593505859375,182.10694108511865,179.02904969572882,181.69158279370768,9948711
2015-01-14,177.84686279296875,180.4135468931564,177.04809586798652,179.56153073567586,11380041
2015-01-15,184.08786010742188,185.54693186602967,178.9225419006291,178.9225419006291,16927085
2015-01-16,185.2487030029297,186.3776150695288,181.48919377111537,183.182561871014,19136963
2015-01-19,187.3681182861328,188.72067739199645,182.91635394433047,185.35524018025544,13339962
2015-01-20,192.3523712158203,192.88487777380465,187.1976889657768,187.76215928286896,13361320
2015-01-21,193.1404571533203,194.1309212549079,190.0093171608024,192.76771254855828,17084297
2015-01-22,188.24143981933597,193.23636076478945,187.3361742935064,192.79970277402143,23721627
2015-01-23,188.91238403320312,191.23410766531316,186.80365735128487,189.57268879755253,18080494
2015-01-27,189.3703155517578,190.9997846520368,187.5491350040176,190.19036791554043,17939876
2015-01-28,193.1617889404297,193.7901583875143,188.74197420937347,188.74197420937347,19298126
2015-01-29,197.96499633789065,199.05130914446687,193.1724231103437,193.215022497366,36117653
2015-01-30,194.95103454589844,198.35908556606984,193.61976083928687,198.09282513724503,21746801
2015-02-02,193.4173889160156,195.94147375756123,192.9168318865213,195.12140709820196,19302710
2015-02-03,199.7116241455078,200.40387838973308,194.5143426249075,194.5143426249075,17092333
2015-02-04,197.8371734619141,201.03221240196743,197.21946820850408,200.03109849450047,14072894
2015-02-05,196.7508850097656,200.20152066477243,195.45156105170452,199.37081840060588,12365643
2015-02-06,193.8114471435547,198.09279939514687,192.3417255986973,196.83608900941985,9045844
2015-02-09,190.99978637695312,195.5367487994649,189.9986724027075,191.95830096665665,8839692
2015-02-10,187.86865234375,192.66121122767632,183.45948793303515,191.27670274801648,13651008
2015-02-11,191.851806640625,192.71447263370337,188.08164727735917,188.72065227801735,9781008
2015-02-12,193.6516876220703,194.6741013860684,188.9869266011733,193.40674113759897,8709626
2015-02-13,195.4302520751953,196.13315614514084,193.6303711872808,194.68473440157567,7393680
2015-02-16,192.29913330078125,196.85739596168185,191.70271340822947,195.68587009015613,12266698
2015-02-18,192.05413818359372,193.40671121879052,190.50986792933463,191.70267906322715,9835036
2015-02-19,192.1393585205078,193.32153416038068,189.05081766521656,193.18307193453717,9550637
2015-02-20,185.97293090820312,190.85070299548755,185.58952219951283,190.6909410725933,18717199
2015-02-23,181.3614196777344,186.75039865082317,180.4348545538407,185.3019768066479,14104463
2015-02-24,179.2313690185547,182.5009713840568,178.28351847326613,181.95781500065965,19946218
2015-02-25,179.593505859375,182.4371005923952,179.14619802391363,180.79698134154063,15274116
2015-02-26,179.34854125976562,181.05255942679543,178.1983151337351,180.221842927788,21459750
2015-02-27,182.2346954345703,183.39557124548256,179.90232240479483,180.5306775054248,18659378
2015-03-02,184.08786010742188,186.484146880227,182.2347297739519,185.0996240538557,14579511
2015-03-03,191.8731384277344,193.07659970579675,184.7588408033132,185.09963594400008,20636925
2015-03-04,189.1147308349609,193.75820652930216,187.45331196984404,192.98073922482945,14476047
2015-03-05,188.4969940185547,191.43643674872663,187.048572344901,190.10516337795056,10716702
2015-03-09,185.23806762695312,189.9454422799333,184.0665559966888,188.5289699451565,14065391
2015-03-10,183.0015563964844,186.54805531040108,182.20278935928224,185.0889834786989,15234060
2015-03-11,182.31993103027344,185.22741029401843,181.5637634716364,183.384944145428,11635873
2015-03-12,183.9919891357422,184.75880649741728,182.24535748901175,182.75657854263068,11782380
2015-03-13,181.0738677978516,185.22742205442125,180.41356303703287,185.0996238849895,12936157
2015-03-16,179.36985778808594,181.8939428440744,178.98644904342495,181.3720860761698,13839990
2015-03-17,182.51161193847656,183.16126675245445,179.13551128120127,181.16968870847455,19070082
2015-03-18,185.02505493164065,185.79187230276492,182.0536625013523,182.5435696499169,9269885
2015-03-19,182.36253356933597,186.7397344201508,181.92587562519967,186.4947879400584,13934612
2015-03-20,181.9258728027344,183.42754385713545,180.754346998988,182.73527537793208,10405717
2015-03-23,179.33787536621094,184.0345854163035,178.51780878752285,182.43706586163785,13251683
2015-03-24,180.61590576171875,181.96847901169176,179.36984520244596,179.36984520244596,9238431
