Date,Close,High,Low,Open,Volume
2015-01-01,213.7008514404297,214.22834982106423,212.12960415377117,213.46516708746876,3544940
2015-01-02,216.6750030517578,217.57285866469388,213.33049911368465,213.33049911368465,5900384
2015-01-05,214.8456115722656,217.853419391055,214.3854496509397,217.7299669951676,4796000
2015-01-06,211.5011138916016,214.710944984039,210.4461308010298,214.1385647679362,8219680
2015-01-07,212.11839294433597,213.5437332792829,210.1543337504069,210.92873697262257,5746112
2015-01-08,216.5739898681641,217.494300084368,212.83667412854484,214.194677992494,9525824
2015-01-09,218.99822998046875,219.97464255663888,216.9668205354821,218.38095419778432,8985184
2015-01-12,217.06781005859372,218.71762793081407,216.4954298581047,217.59530843958493,4126412
2015-01-13,216.23731994628903,218.1677179506635,214.520179114126,217.49432616545656,5828348
2015-01-14,216.3607635498047,218.7737505290033,215.4180124085915,215.4965692952803,3685232
2015-01-15,222.9263458251953,224.0598858719899,217.89834857778223,222.21927900283745,11398476
2015-01-16,224.76690673828125,227.8084033533565,224.1384105975965,224.9577092614707,7821308
2015-01-19,225.48521423339844,228.95318432422985,225.1260774635539,227.43805295737832,4239492
2015-01-20,229.16639709472656,230.52440080539264,224.91280390165863,226.70851491085352,8505804
2015-01-21,228.9419403076172,231.85995708772563,228.5827898745447,230.6141989767479,6740612
2015-01-22,229.23377990722656,231.75899902493163,228.62772457893925,230.07551961312825,6470680
2015-01-23,234.0709686279297,235.2381699614802,229.94082733936995,231.19781971405015,9987912
2015-01-27,241.0854339599609,241.91593933061415,233.64445108363455,234.11581973725876,9962400
2015-01-28,237.56137084960935,245.38393254021383,236.8094222401077,240.1763808501566,11364940
2015-01-29,245.78794860839844,247.0449408563662,238.1561766881377,241.29867100824504,20567616
2015-01-30,241.8261566162109,245.68695180805503,238.8856852563907,245.68695180805503,10570416
2015-02-02,242.7801513671875,245.33904533474364,236.2145822216786,239.8396797256849,5710352
2015-02-03,238.85208129882807,242.91487327265423,236.87681499903957,242.084367626209,10200688
2015-02-04,239.66012573242188,242.6006251189377,237.314488637468,238.60515622759843,6197512
2015-02-05,241.6353759765625,245.2941483193589,240.25491758217603,241.2986801438037,8059148
2015-02-06,236.4727478027344,242.18534380184087,235.69835821241776,241.74765010303267,6903120
2015-02-09,233.46490478515625,236.07991478844136,232.2079123828311,235.01371122747625,5231896
2015-02-10,236.6859436035156,238.44800710314817,231.19781231976555,231.19781231976555,9275752
2015-02-11,237.5725860595703,239.00916043203875,236.36047557653828,237.48279502372037,4161588
2015-02-12,241.52316284179688,242.84750536719483,236.2931428721528,239.0765007864649,5525740
2015-02-13,239.233642578125,242.86994690434145,238.7398055434524,242.690364818937,7714500
2015-02-16,239.6264190673828,243.54330269902815,238.49286554628333,241.4782460233893,7388716
2015-02-18,241.2538146972656,243.08317359242352,237.2695804059242,239.6264513951684,5381692
2015-02-19,242.3761444091797,243.5209048863088,238.78472179834023,241.0742427525984,4507004
2015-02-20,240.86102294921875,244.6432345624893,239.83970114190143,243.09442801748176,6206024
2015-02-23,239.6152191162109,242.76894794857125,238.3806676359869,241.7700671288898,5581564
2015-02-24,239.6489105224609,240.4008591770656,237.28080519786596,240.2437453926578,5846288
2015-02-25,236.23703002929688,241.253820314952,235.68710441248624,240.17638259177167,4648524
2015-02-26,233.02720642089844,237.03388161008405,232.34258055647533,236.50639691801612,12426944
2015-02-27,236.58499145507807,237.6063133365982,234.66581381851037,234.66581381851037,10261784
2015-03-02,242.99339294433597,246.68581294223776,239.72743241338483,242.49955595044923,14385232
